Date,1-1L-1-1-1F西/1(照明):kWh,1-1L-1-2-1F西/2(照明):kWh,1-1L-1-3-1F西/3(照明):kWh,1-1L-1-4-1F西/4(照明):kWh,1-1L-1-5-1F西/5(照明):kWh,1-1L-1-6-1F西/6(照明):kWh,1-1L-1-7-1F～3Fロビー/7(照明):kWh,1-1L-1-8-1F西/8(照明):kWh,1-1L-1-9-1F西/9(照明):kWh,1-1L-1-10-1F西/10(照明):kWh,1-1L-2-11-1F東/11(照明):kWh,1-1L-2-12-1F東/12(照明):kWh,1-1L-2-13-1F東/13(照明):kWh,1-1L-2-14-1F東/14(照明):kWh,1-1L-2-15-1F東/15(照明):kWh,1-1L-2-16-1F東/16(照明):kWh,1-1L-2-17-1F東/17(照明):kWh,1-1L-11-18-1101教室/18(照明):kWh,1-1L-11-19-1101教室/19(照明):kWh,1-1L-11-20-1101教室/20(照明):kWh,1-1L-11-21-1101教室/21(照明):kWh,1-1L-11-22-1101教室/22(照明):kWh,1-1L-11-23-1101教室/23(照明):kWh,1-1L-12-24-1102教室/24(照明):kWh,1-1L-12-25-1102教室/25(照明):kWh,1-1L-13-26-1103教室/26(照明):kWh,1-1L-13-27-1103教室/27(照明):kWh,1-1L-14-28-1104教室/28(照明):kWh,1-1L-14-29-1104教室/29(照明):kWh,1-1L-14-30-1104教室/30(照明):kWh,1-1L-14-31-1104教室/31(照明):kWh,1-1L-14-32-1104教室/32(照明):kWh,1-1L-14-33-1104教室/33(照明):kWh,1-2L-1-34-2F西/34(照明):kWh,1-2L-1-35-2F西/35(照明):kWh,1-2L-1-36-2F西/36(照明):kWh,1-2L-1-37-2F西/37(照明):kWh,1-2L-1-38-2F西 1201共同研究室1_2照明/38(照明):kWh,1-2L-1-39-2F西/39(照明):kWh,1-2L-1-40-2F西/40(照明):kWh,1-2L-1-41-2F西 共同研究室3～6照明/41(照明):kWh,1-2L-2-42-2F東/42(照明):kWh,1-2L-2-43-2F東/43(照明):kWh,1-2L-2-44-2F東/44(照明):kWh,1-2L-2-45-1202～1204照明/45(照明):kWh,1-2L-2-46-2F東/46(照明):kWh,1-2L-2-47-2F東/47(照明):kWh,1-2L-2-48-1205～1207照明/48(照明):kWh,1-2L-H-49-1208教室/49(照明):kWh,1-2L-I-50-1209教室/50(照明):kWh,1-2L-J-51-1210教室/51(照明):kWh,1-2L-K-52-1211教室/52(照明):kWh,1-2L-L-53-1212教室/53(照明):kWh,1-3L-1-54-3F東/54(照明):kWh,1-3L-1-55-3F東/55(照明):kWh,1-3L-1-56-3F東 ラボスクウェア1_2照明/56(照明):kWh,1-3L-1-57 共同研究室7～9/57(照明):kWh,1-3L-1-58 ラボスクウェア1_2照明/58(照明):kWh,1-3L-1-59 3F東/59(照明):kWh,1-3L-1-60 3F東/60(照明):kWh,1-3L-1-61 共同研究室10～12/61(照明):kWh,1-3L-2-62 3F西/62(照明):kWh,1-3L-2-63 3F西/63(照明):kWh,1-3L-2-64 3F西 ラボスクウェア3_4照明/64(照明):kWh,1-3L-2-65 3F西/65(照明):kWh,1-3L-2-66 共同研究室13西照明/66(照明):kWh,1-3L-2-67 ラボスクウェア3_4照明/67(照明):kWh,1-3L-2-68 3F西/68(照明):kWh,1-3L-2-69 3F西/69(照明):kWh,1-3L-2-70 3F西/70(照明):kWh,1-3L-2-71 3F西 共同研究室13東照明/71(照明):kWh,1号館電灯盤1_R相/73(主幹):kWh,1号館電灯盤2_R相/74(主幹):kWh,1号館電灯盤3_R相/75(主幹):kWh,1号館動力盤1_R相/76(その他動力):kWh,1-GHP-77/77GHP(空調熱源):m3,1号館電灯盤1_T相/73_T(照明等その他):kWh,1号館電灯盤2_T相/74_T(照明等その他):kWh,1号館電灯盤3_T相/75_T(照明等その他):kWh,1号館動力盤1_T相/76_T(その他動力):kWh,1-太陽光発電量/82(発電):kWh
2021/05/01 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.192,1.572,0.616,1.271325,0,3.126,2.806,0.586,1.60561,0
2021/05/01 1:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.222,1.538,0.616,1.279986,0,3.122,2.79,0.578,1.55538,0
2021/05/01 2:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.22,1.518,0.622,1.364855,0,3.136,2.834,0.588,1.617734,0
2021/05/01 3:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.242,1.552,0.616,1.319822,0,3.008,2.848,0.588,1.612538,0
2021/05/01 4:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.212,1.522,0.612,1.295573,0,3.308,2.832,0.584,1.569237,0
2021/05/01 5:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.236,1.468,0.622,1.084263,0,3,2.816,0.588,1.380443,0.5
2021/05/01 6:00,0.115,0,0,0,0,0,0.106,0.054,0,0.108,0.079,0,0.003,0.107,0,0,0.053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,0,2.012,1.012,0.624,1.373516,0,3.12,2.226,0.588,1.758031,3.9
2021/05/01 7:00,0.174,0,0,0,0,0.01,0.194,0.1,0,0.199,0.148,0,0,0.199,0,0.009,0.099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.23,0.996,0.612,3.94561,0,3.162,1.296,0.58,4.340518,10.3
2021/05/01 8:00,0.172,0,0,0,0,0.01,0.192,0.098,0,0.197,0.146,0,0.022,0.196,0,0.018,0.098,0,0,0,0,0,0,0,0,0.17,0.255,0,0.085,0.308,0.187,0.286,0,0,0,0,0,0,0,0,0.035,0.045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066,0,0.023,0,0,0,0,0,0,0,0,0,0.03,0.258,2.57,1.542,1.182,6.467474,0,3.964,1.306,1.176,6.839865,16.6
2021/05/01 9:00,0.174,0,0,0,0,0.005,0.194,0.099,0,0.199,0.147,0,0.022,0.198,0,0.023,0.098,0,0,0,0,0,0,0,0,0.394,0.592,0,0.205,0.744,0.453,0.691,0,0,0,0,0,0,0,0,0.2,0.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199,0,0,0,0,0,0,0,0,0,0,0,0.012,0.591,2.392,1.63,1.964,5.080102,0,3.362,1.76,1.988,5.28968,12.2
2021/05/01 10:00,0.176,0,0,0,0,0.008,0.196,0.101,0,0.201,0.15,0,0.024,0.201,0,0.021,0.099,0,0,0,0,0,0,0,0,0.394,0.59,0,0.204,0.743,0.452,0.691,0,0,0,0,0,0,0,0,0.199,0.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199,0,0.014,0,0,0,0,0,0.164,0,0,0,0.037,0.591,2.424,2.196,1.96,7.300591,1,3.45,2.09,1.984,7.631412,17.9
2021/05/01 11:00,0.172,0,0.018,0,0,0.018,0.192,0.098,0,0.197,0.146,0,0.045,0.196,0,0.011,0.099,0,0,0,0,0,0,0,0,0.397,0.596,0,0.207,0.749,0.456,0.696,0,0,0,0,0,0,0,0,0.2,0.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.013,0,0,0,0,0,0.2,0,0,0,0.028,0.596,2.45,1.768,1.968,6.573131,0,3.422,1.726,1.984,6.893559,15.9
2021/05/01 12:00,0.174,0,0.003,0,0,0.016,0.194,0.099,0,0.198,0.147,0,0.049,0.199,0,0.056,0.099,0,0,0,0,0,0,0,0,0.396,0.593,0,0.205,0.746,0.454,0.692,0,0,0,0,0,0,0,0,0.2,0.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0,0.017,0,0,0,0,0,0.199,0,0,0,0.042,0.593,2.476,1.102,1.956,5.52524,0,3.644,1.578,1.976,5.819687,14.3
2021/05/01 13:00,0.174,0,0,0,0,0.041,0.194,0.099,0,0.199,0.147,0,0.052,0.198,0,0.053,0.098,0,0,0,0,0,0,0,0,0.394,0.592,0,0.205,0.744,0.453,0.692,0,0,0,0,0,0,0,0,0.2,0.068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199,0,0.046,0,0,0,0,0,0.199,0,0,0,0.051,0.593,2.486,2.002,1.962,5.350303,0,3.46,1.74,1.99,5.748673,11.6
2021/05/01 14:00,0.175,0,0,0,0,0.019,0.195,0.1,0,0.201,0.149,0,0.008,0.2,0,0.012,0.098,0,0,0,0,0,0,0,0,0.392,0.588,0,0.204,0.74,0.45,0.687,0,0,0,0,0,0,0,0,0.198,0.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198,0,0,0,0,0,0,0,0.197,0,0,0,0.011,0.588,2.218,2.002,1.952,8.048835,0,3.362,1.482,1.986,8.33982,18.6
2021/05/01 15:00,0.172,0,0,0,0,0.023,0.192,0.098,0,0.196,0.146,0,0.037,0.196,0,0.037,0.1,0,0,0,0,0,0,0,0,0.397,0.595,0,0.206,0.748,0.455,0.695,0,0,0,0,0,0,0,0,0.201,0.042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.033,0,0,0,0,0,0.199,0,0,0,0.017,0.595,2.384,1.846,1.948,2.67775,0,3.466,3.24,1.984,3.103835,6.3
2021/05/01 16:00,0.174,0,0.015,0,0,0.023,0.194,0.099,0,0.199,0.148,0,0.025,0.199,0,0.01,0.099,0,0,0,0,0,0,0,0,0.397,0.595,0,0.206,0.747,0.455,0.694,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.002,0,0,0,0,0,0.2,0,0,0,0.036,0.595,2.302,1.644,1.946,1.898327,0,3.086,2.904,1.976,2.282842,4.7
2021/05/01 17:00,0.173,0,0.031,0,0,0.044,0.193,0.099,0,0.198,0.146,0,0.012,0.197,0,0.006,0.098,0,0,0,0,0,0,0,0,0.125,0.187,0,0.024,0.086,0.052,0.08,0,0,0,0,0,0,0,0,0.198,0.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.343,0,0.025,0.131,0,0,0,0,0.197,0,0,0,0.008,0.298,2.326,1.95,0.838,1.011518,0,3.266,3.136,0.82,1.486099,2.5
2021/05/01 18:00,0.174,0,0,0,0,0.025,0.194,0.099,0,0.199,0.148,0,0.002,0.198,0,0.005,0.098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287,0,0.003,0.187,0,0,0,0,0.133,0,0,0,0.008,0.033,2.806,2.116,0.618,1.402961,0,3.548,3.232,0.59,1.666232,0.1
2021/05/01 19:00,0.175,0,0,0,0,0.009,0.196,0.1,0,0.201,0.149,0,0,0.2,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096,0,0,0,0,0,0,0,0,0,0,0,0,0.117,0.078,0,0,0,0.11,0.011,0.037,0,0,0,0,0,0,0,0,0,0,2.764,1.76,0.612,1.515543,0,3.616,2.784,0.588,1.768423,0
2021/05/01 20:00,0.175,0,0,0,0,0,0.192,0.098,0,0.197,0.145,0,0,0.197,0,0,0.098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131,0.087,0,0,0,0.124,0,0,0,0,0,0,0,0,0,0,0,0,2.768,1.736,0.622,1.496491,0,3.406,2.714,0.592,1.787476,0
2021/05/01 21:00,0.097,0,0,0,0,0.008,0.118,0.059,0,0.117,0.094,0,0.005,0.124,0,0,0.063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091,0.06,0,0,0,0.086,0.013,0,0,0,0,0,0,0,0,0,0,0,2.656,1.666,0.62,1.397764,0,3.388,2.756,0.59,1.671428,0
2021/05/01 22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.246,1.504,0.612,1.482635,0,3.048,2.618,0.588,1.763227,0
2021/05/01 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.218,1.546,0.616,1.531133,0,3.102,2.86,0.588,1.699141,0
2021/05/02 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.697,1.114,0.461,1.180392,0,2.691,2.141,0.441,1.268726,0
2021/05/02 1:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.228,1.504,0.624,1.579631,0,3.156,2.864,0.586,1.595218,0
2021/05/02 2:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.252,1.532,0.624,1.581361,0,3.224,2.896,0.588,1.628127,0
2021/05/02 3:00,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.222,1.522,0.624,1.596951,0,3.028,2.87,0.588,1.63159,0
2021/05/02 4:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.234,1.536,0.622,1.600414,0,3.262,2.834,0.588,1.659304,0
2021/05/02 5:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.102,1.454,0.624,1.273058,0,3.092,2.73,0.588,1.413353,0.8
2021/05/02 6:00,0.033,0,0,0,0,0,0.034,0,0,0,0.027,0,0,0.001,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013,0,0,0,0,0,0,0,0.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0,1.732,1.082,0.614,1.375248,0,2.854,2.262,0.588,1.759763,3.9
2021/05/02 7:00,0.172,0,0,0,0,0,0.194,0.007,0,0.015,0.148,0,0,0.012,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0.001,0,0,0,0.005,0,0,0,0,0,1.958,1.012,0.612,3.981982,0,2.814,1.25,0.578,4.354374,10.6
2021/05/02 8:00,0.174,0,0.002,0,0,0.021,0.195,0.1,0,0.2,0.148,0,0.017,0.199,0,0.014,0.099,0,0,0,0,0,0,0,0,0.146,0.218,0,0.091,0.332,0.202,0.309,0,0,0,0,0,0,0.156,0,0,0,0,0,0,0.118,0,0,0,0,0,0,0,0.134,0,0,0,0,0,0,0,0.127,0,0,0,0.398,0,0,0,0.01,0.157,3.412,1.486,1.176,6.869311,0,4.588,1.026,1.174,7.201865,17.1
2021/05/02 9:00,0.175,0,0.02,0,0,0.007,0.194,0.1,0,0.199,0.148,0,0.03,0.2,0,0.024,0.1,0,0,0,0,0,0,0,0,0.396,0.595,0,0.206,0.75,0.456,0.696,0,0,0,0,0,0,0.156,0,0,0.039,0,0,0,0.117,0,0,0,0,0,0,0,0.132,0,0,0,0.15,0,0.022,0,0.125,0,0,0,0.398,0,0,0,0.019,0.546,3.46,2.066,1.962,8.073084,0,4.334,1.484,2.012,8.351947,19.6
2021/05/02 10:00,0.174,0,0,0,0,0.007,0.195,0.099,0,0.2,0.148,0,0.02,0.199,0,0.031,0.099,0,0,0,0,0,0,0,0,0.396,0.594,0,0.206,0.747,0.454,0.694,0,0.013,0,0,0,0,0.156,0,0,0.029,0,0,0,0.115,0,0,0,0,0,0,0,0.131,0,0,0,0.196,0,0.001,0,0.124,0,0,0,0.391,0,0,0,0.009,0.594,3.364,2.506,1.986,8.748584,0,4.244,1.954,1.996,9.036105,21.2
2021/05/02 11:00,0.172,0,0,0,0,0.004,0.191,0.098,0,0.196,0.146,0,0.005,0.196,0,0.027,0.097,0,0,0,0,0,0,0,0,0.391,0.586,0,0.203,0.737,0.449,0.685,0,0,0,0,0,0,0.153,0,0,0.046,0,0,0,0.118,0,0,0,0,0,0,0,0.133,0,0,0,0.2,0,0.011,0,0.126,0,0,0,0.399,0,0,0,0.013,0.597,3.26,2.696,1.978,9.389443,0,4.134,2.022,1.984,9.770495,21.7
2021/05/02 12:00,0.174,0,0.011,0,0,0.024,0.194,0.099,0,0.199,0.148,0,0.066,0.198,0,0.038,0.099,0,0,0,0,0,0,0,0,0.394,0.591,0,0.205,0.744,0.452,0.69,0,0,0,0,0,0,0.155,0,0,0,0,0,0,0.116,0,0,0,0,0,0,0,0.132,0,0,0,0.288,0,0.002,0,0.125,0,0,0,0.261,0,0,0,0.006,0.592,3.49,2.224,1.958,5.350303,0,4.436,2.416,1.978,5.866453,13.6
2021/05/02 13:00,0.175,0,0,0,0,0.018,0.194,0.1,0,0.199,0.148,0,0.081,0.199,0,0.043,0.099,0,0,0,0,0,0,0,0,0.397,0.595,0,0.206,0.747,0.455,0.695,0,0,0,0,0,0,0.156,0,0.014,0.056,0,0,0,0.118,0,0,0,0,0,0,0,0.133,0,0,0,0.213,0,0.024,0,0.126,0,0,0,0.199,0,0,0,0.018,0.594,3.496,1.446,1.952,2.857883,0,4.29,2.492,1.994,3.34632,8.3
2021/05/02 14:00,0.173,0,0,0,0,0.001,0.194,0.098,0,0.198,0.147,0,0.025,0.198,0,0.021,0.098,0,0,0,0,0,0,0,0,0.393,0.59,0,0.204,0.742,0.452,0.689,0,0,0,0,0,0,0.155,0,0.199,0.029,0,0,0,0.116,0,0,0,0,0,0,0,0.132,0,0,0,0.198,0,0,0,0.125,0,0,0,0.197,0,0,0,0.021,0.59,3.484,1.76,1.966,2.513205,0,4.252,2.79,1.996,2.972199,6.1
2021/05/02 15:00,0.174,0,0.027,0,0,0.038,0.194,0.1,0,0.2,0.148,0,0.022,0.199,0,0.027,0.099,0,0,0,0,0,0,0,0,0.396,0.593,0,0.206,0.746,0.454,0.693,0,0,0,0,0,0,0.155,0,0.2,0.044,0,0,0,0.117,0,0,0,0,0,0,0,0.133,0,0,0,0.2,0,0.024,0,0.126,0,0,0,0.198,0,0,0,0.02,0.594,3.324,1.632,1.966,2.469904,0,4.344,2.884,1.994,3.012035,7
2021/05/02 16:00,0.176,0,0,0,0,0.02,0.193,0.099,0,0.198,0.147,0,0.018,0.197,0,0.005,0.099,0,0,0,0,0,0,0,0,0.393,0.59,0,0.204,0.743,0.451,0.69,0,0,0,0,0,0,0.155,0,0.199,0,0,0,0,0.117,0,0,0,0,0,0,0,0.131,0,0,0,0.198,0,0,0,0.125,0,0,0,0.197,0,0,0,0.042,0.59,2.418,1.504,1.964,2.842294,0,3.384,2.46,2.004,3.329,8.2
2021/05/02 17:00,0.174,0,0.019,0,0,0.012,0.197,0.099,0,0.198,0.148,0,0.023,0.198,0,0,0.098,0,0,0,0,0,0,0,0,0.395,0.592,0,0.021,0.076,0.046,0.07,0,0,0,0,0,0,0.155,0,0.2,0,0,0,0,0.117,0,0,0,0,0,0,0,0.133,0,0,0,0.288,0,0.004,0.017,0.125,0,0,0,0.198,0,0,0,0.019,0.28,2.444,1.912,1.066,1.207238,0,3.372,3.056,1.07,1.687017,3.7
2021/05/02 18:00,0.172,0,0,0,0,0.008,0.193,0.1,0,0.201,0.148,0,0,0.201,0,0,0.1,0,0,0,0,0,0,0,0,0.398,0.598,0,0,0,0,0,0,0,0,0,0,0,0.157,0,0.201,0,0,0,0,0.118,0,0,0,0,0,0,0,0.134,0,0,0,0.21,0,0.021,0.19,0.127,0,0,0,0.071,0,0,0,0.021,0.031,2.732,2.272,0.984,1.449726,0,3.404,3.342,0.984,1.62293,0.2
2021/05/02 19:00,0.082,0,0,0,0,0.009,0.193,0.047,0,0.096,0.068,0,0,0.088,0,0.004,0.044,0,0,0,0,0,0,0,0,0.181,0.272,0,0,0,0,0,0,0.013,0,0,0,0,0.063,0,0.013,0.026,0,0,0,0.05,0,0,0,0,0,0,0,0.049,0,0,0,0.02,0,0.009,0.041,0.125,0,0,0,0,0,0,0,0,0,2.458,1.738,0.786,1.57097,0,3.478,2.77,0.766,1.74071,0
2021/05/02 20:00,0,0,0,0,0,0,0.074,0,0,0,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047,0,0,0,0,0,0,0,0,0,2.304,1.564,0.626,1.534597,0,3.134,2.576,0.598,1.822117,0
2021/05/02 21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.244,1.528,0.62,1.439333,0,2.938,2.542,0.59,1.738978,0
2021/05/02 22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.254,1.522,0.62,1.399496,0,3.006,2.61,0.588,1.674892,0
2021/05/02 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,1.55,0.618,1.430673,0,3.208,2.862,0.588,1.744174,0
2021/05/03 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72,1.135,0.464,1.079932,0,2.342,2.181,0.441,1.269593,0
2021/05/03 1:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.23,1.56,0.624,1.465315,0,3.204,2.878,0.584,1.669696,0
2021/05/03 2:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.232,1.522,0.622,1.477439,0,3.196,2.896,0.588,1.657571,0
2021/05/03 3:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.24,1.584,0.624,1.560578,0,3.202,2.876,0.588,1.655839,0
2021/05/03 4:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.238,1.522,0.622,1.496491,0,3.26,2.812,0.588,1.645447,0
2021/05/03 5:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.948,1.39,0.624,1.139688,0,2.956,2.656,0.588,1.397764,1.2
2021/05/03 6:00,0.166,0,0,0,0,0,0.181,0.096,0,0.192,0.132,0,0,0.179,0,0,0.089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.108,0,0,0,0,0,0,0,0.1,0,0,0,0.312,0,0,0,0.009,0,2.244,1.34,0.624,1.344071,0,3.52,2.578,0.588,1.752835,3.9
