Date,1-1L-1-1-1F西/1(照明):kWh,1-1L-1-2-1F西/2(照明):kWh,1-1L-1-3-1F西/3(照明):kWh,1-1L-1-4-1F西/4(照明):kWh,1-1L-1-5-1F西/5(照明):kWh,1-1L-1-6-1F西/6(照明):kWh,1-1L-1-7-1F～3Fロビー/7(照明):kWh,1-1L-1-8-1F西/8(照明):kWh,1-1L-1-9-1F西/9(照明):kWh,1-1L-1-10-1F西/10(照明):kWh,1-1L-2-11-1F東/11(照明):kWh,1-1L-2-12-1F東/12(照明):kWh,1-1L-2-13-1F東/13(照明):kWh,1-1L-2-14-1F東/14(照明):kWh,1-1L-2-15-1F東/15(照明):kWh,1-1L-2-16-1F東/16(照明):kWh,1-1L-2-17-1F東/17(照明):kWh,1-1L-11-18-1101教室/18(照明):kWh,1-1L-11-19-1101教室/19(照明):kWh,1-1L-11-20-1101教室/20(照明):kWh,1-1L-11-21-1101教室/21(照明):kWh,1-1L-11-22-1101教室/22(照明):kWh,1-1L-11-23-1101教室/23(照明):kWh,1-1L-12-24-1102教室/24(照明):kWh,1-1L-12-25-1102教室/25(照明):kWh,1-1L-13-26-1103教室/26(照明):kWh,1-1L-13-27-1103教室/27(照明):kWh,1-1L-14-28-1104教室/28(照明):kWh,1-1L-14-29-1104教室/29(照明):kWh,1-1L-14-30-1104教室/30(照明):kWh,1-1L-14-31-1104教室/31(照明):kWh,1-1L-14-32-1104教室/32(照明):kWh,1-1L-14-33-1104教室/33(照明):kWh,1-2L-1-34-2F西/34(照明):kWh,1-2L-1-35-2F西/35(照明):kWh,1-2L-1-36-2F西/36(照明):kWh,1-2L-1-37-2F西/37(照明):kWh,1-2L-1-38-2F西 1201共同研究室1_2照明/38(照明):kWh,1-2L-1-39-2F西/39(照明):kWh,1-2L-1-40-2F西/40(照明):kWh,1-2L-1-41-2F西 共同研究室3～6照明/41(照明):kWh,1-2L-2-42-2F東/42(照明):kWh,1-2L-2-43-2F東/43(照明):kWh,1-2L-2-44-2F東/44(照明):kWh,1-2L-2-45-1202～1204照明/45(照明):kWh,1-2L-2-46-2F東/46(照明):kWh,1-2L-2-47-2F東/47(照明):kWh,1-2L-2-48-1205～1207照明/48(照明):kWh,1-2L-H-49-1208教室/49(照明):kWh,1-2L-I-50-1209教室/50(照明):kWh,1-2L-J-51-1210教室/51(照明):kWh,1-2L-K-52-1211教室/52(照明):kWh,1-2L-L-53-1212教室/53(照明):kWh,1-3L-1-54-3F東/54(照明):kWh,1-3L-1-55-3F東/55(照明):kWh,1-3L-1-56-3F東 ラボスクウェア1_2照明/56(照明):kWh,1-3L-1-57 共同研究室7～9/57(照明):kWh,1-3L-1-58 ラボスクウェア1_2照明/58(照明):kWh,1-3L-1-59 3F東/59(照明):kWh,1-3L-1-60 3F東/60(照明):kWh,1-3L-1-61 共同研究室10～12/61(照明):kWh,1-3L-2-62 3F西/62(照明):kWh,1-3L-2-63 3F西/63(照明):kWh,1-3L-2-64 3F西 ラボスクウェア3_4照明/64(照明):kWh,1-3L-2-65 3F西/65(照明):kWh,1-3L-2-66 共同研究室13西照明/66(照明):kWh,1-3L-2-67 ラボスクウェア3_4照明/67(照明):kWh,1-3L-2-68 3F西/68(照明):kWh,1-3L-2-69 3F西/69(照明):kWh,1-3L-2-70 3F西/70(照明):kWh,1-3L-2-71 3F西 共同研究室13東照明/71(照明):kWh,1号館電灯盤1_R相/73(主幹):kWh,1号館電灯盤2_R相/74(主幹):kWh,1号館電灯盤3_R相/75(主幹):kWh,1号館動力盤1_R相/76(その他動力):kWh,1-GHP-77/77GHP(空調熱源):m3,1号館電灯盤1_T相/73_T(照明等その他):kWh,1号館電灯盤2_T相/74_T(照明等その他):kWh,1号館電灯盤3_T相/75_T(照明等その他):kWh,1号館動力盤1_T相/76_T(その他動力):kWh,1-太陽光発電量/82(発電):kWh
2021/05/08 1:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.214,1.544,0.624,1.641984,0,3.46,3.022,0.588,1.718194,0
2021/05/08 2:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.24,1.512,0.614,1.645446,0,3.506,3.004,0.588,1.725122,0
2021/05/08 3:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.242,1.524,0.612,1.591754,0,3.384,3.002,0.588,1.695677,0
2021/05/08 4:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.248,1.474,0.612,1.567504,0,3.476,2.982,0.586,1.662768,0
2021/05/08 5:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.102,1.472,0.62,1.252271,0,3.322,2.844,0.588,1.439334,0.8
2021/05/08 6:00,0.113,0,0,0,0,0,0.123,0.061,0,0.125,0.093,0,0,0.126,0,0,0.062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023,0,0,0,0,0,0,0,0,0,0.008,0,2.038,0.996,0.612,1.333678,0,3.408,2.322,0.588,1.822116,4.1
2021/05/08 7:00,0.174,0,0,0,0,0.025,0.194,0,0,0.1,0.148,0,0,0.199,0,0,0.099,0,0.044,0.119,0.09,0.111,0,0,0.029,0.038,0.058,0,0.004,0,0.007,0,0,0,0,0,0.004,0,0,0,0.023,0,0,0,0.097,0,0,0.082,0.018,0.307,0,0,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.164,0.918,0.974,3.895381,0,3.126,1.14,0.98,4.257379,10.5
2021/05/08 8:00,0.173,0,0.033,0,0,0.057,0.193,0,0,0.099,0.146,0,0.019,0.197,0,0.046,0.098,0,0.041,0.105,0.063,0.154,0,0.086,0.136,0.07,0.104,0,0.09,0.119,0.124,0.365,0,0.018,0,0,0.036,0.009,0.154,0,0.553,0.069,0,0,0.358,0.081,0,0.442,0.229,0.585,0.197,0.396,0.42,0,0,0,0,0,0,0.012,0,0,0,0,0,0.114,0,0,0,0.027,0.227,2.536,1.242,2.29,6.230185,0,3.988,2.384,2.312,6.66666,16.2
2021/05/08 9:00,0.176,0,0.041,0,0,0.066,0.197,0,0,0.101,0.149,0,0.055,0.201,0,0.049,0.1,0,0.047,0.173,0.104,0.16,0,0,0,0,0,0,0,0.002,0.001,0.001,0,0.048,0,0,0.037,0.011,0.154,0,0.395,0.121,0,0,0.394,0.116,0,0.59,0.624,0.582,0.479,0.475,0.583,0,0,0,0,0.272,0,0.047,0.097,0,0,0,0,0.394,0,0,0,0.044,0.162,2.652,1.328,3.018,8.012463,1,3.562,2.492,3.288,8.506097,20.2
2021/05/08 10:00,0.172,0,0.047,0,0,0.066,0.192,0,0,0.099,0.147,0,0.011,0.196,0,0.042,0.098,0,0.205,0.741,0.451,0.687,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0.037,0.01,0.157,0,0.404,0.112,0,0,0.473,0.118,0,0.582,0.635,0.595,0.488,0.483,0.594,0,0,0,0,0.201,0,0.034,0.051,0,0,0,0,0.401,0,0,0,0.053,0.233,2.542,1.464,3.662,9.47951,0,3.434,2.076,3.732,9.692551,23.2
2021/05/08 11:00,0.174,0,0.018,0,0,0.058,0.193,0,0,0.1,0.147,0,0.02,0.198,0,0.02,0.098,0,0.206,0.747,0.454,0.692,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0.037,0.202,0.155,0,0.398,0.09,0,0,0.594,0.117,0,0.594,0.59,0.586,0.482,0.477,0.587,0,0,0,0,0.198,0,0.034,0.187,0,0,0,0,0.396,0,0,0,0.037,0.394,2.44,1.58,3.596,9.524543,1,3.422,2.566,3.978,9.954091,23.2
2021/05/08 12:00,0.174,0,0.023,0,0,0.072,0.194,0,0,0.099,0.147,0,0.017,0.198,0,0.008,0.099,0,0.207,0.747,0.454,0.692,0,0,0,0,0.056,0,0,0,0,0,0,0.049,0,0,0.036,0.202,0.155,0,0.399,0.108,0,0,0.595,0.117,0,0.594,0.587,0.588,0.483,0.478,0.588,0,0,0,0,0.2,0,0.004,0.187,0,0,0,0,0.397,0,0,0,0.023,0.364,2.494,2.42,3.63,6.948985,0,3.334,3.27,3.916,7.34216,18
2021/05/08 13:00,0.174,0,0.049,0,0,0.091,0.195,0.044,0,0.1,0.148,0,0.062,0.199,0,0.06,0.099,0,0.207,0.749,0.455,0.695,0,0,0,0.067,0.595,0,0,0,0,0,0,0.069,0,0,0.037,0.202,0.156,0,0.399,0.119,0,0,0.596,0.117,0,0.43,0.495,0.589,0.484,0.48,0.589,0,0,0,0,0.199,0,0.051,0.329,0,0,0,0,0.397,0,0,0,0.044,0.396,2.776,2.714,4.014,4.759673,1,3.666,3.924,3.944,5.435172,13.7
2021/05/08 14:00,0.173,0,0.024,0,0,0.036,0.192,0.091,0,0.099,0.146,0,0.013,0.197,0,0.021,0.098,0,0.205,0.741,0.451,0.686,0,0,0,0,0.588,0,0,0,0,0,0,0.03,0,0,0.037,0.199,0.154,0,0.395,0.103,0,0,0.59,0.117,0,0.392,0.623,0.583,0.479,0.473,0.583,0,0,0,0,0.197,0,0.05,0.383,0,0,0,0,0.393,0,0,0,0.019,0.385,2.478,3.118,4.372,2.663893,0,3.52,4.912,4.25,3.173115,8.4
2021/05/08 15:00,0.174,0,0.037,0,0,0.078,0.195,0,0,0.1,0.148,0,0.03,0.198,0,0.059,0.099,0,0.206,0.748,0.454,0.694,0,0,0,0.101,0.421,0,0,0,0,0,0,0.057,0,0,0.037,0.202,0.155,0,0.503,0.113,0,0,0.596,0.117,0,0.504,0.63,0.589,0.484,0.434,0.588,0,0,0,0,0.199,0,0.02,0.286,0,0,0,0,0.397,0,0,0,0.05,0.198,2.586,3.52,3.946,1.74937,0,3.492,5.054,3.966,2.397157,6.1
2021/05/08 16:00,0.175,0,0.015,0,0,0.029,0.195,0,0,0.101,0.149,0,0,0.201,0,0,0.099,0,0.209,0.755,0.459,0.699,0,0,0,0,0,0,0,0,0,0,0,0.022,0,0,0.036,0.201,0.153,0,0.514,0.103,0,0,0.585,0.115,0,0.585,0.619,0.579,0.475,0,0.579,0,0,0,0,0.196,0,0.011,0.185,0,0,0,0,0.39,0,0,0,0.022,0.194,2.48,4.088,3.162,1.172599,1,3.338,5.342,3.366,1.657571,3.1
2021/05/08 17:00,0.174,0,0.041,0.162,0,0.076,0.194,0,0,0.099,0.147,0,0.026,0.197,0,0.024,0.099,0,0.13,0.471,0.286,0.436,0,0,0,0,0,0,0,0,0,0,0,0.047,0,0,0.037,0.212,0.158,0,0.354,0.108,0,0,0.6,0.119,0,0.436,0.392,0.6,0.494,0,0.26,0,0,0,0,0.199,0,0.031,0.037,0,0,0,0,0.395,0,0,0,0.04,0.177,3.018,4.082,2.236,1.884471,0,3.722,5.576,2.286,2.062872,0.7
2021/05/08 18:00,0.172,0,0,0.168,0,0.031,0.192,0,0,0.099,0.146,0,0,0.197,0,0.013,0.098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037,0,0.154,0,0.382,0.051,0,0,0.589,0.116,0,0.392,0,0.582,0.478,0,0,0,0,0,0,0.201,0,0.014,0,0,0,0,0,0.401,0,0,0,0.013,0.042,3.1,3.376,1.056,1.707801,0,3.778,4.62,1.044,1.971073,0
2021/05/08 19:00,0.132,0,0.01,0.128,0,0.036,0.147,0,0,0.078,0.107,0,0,0.139,0,0.011,0.069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016,0,0,0.011,0,0.092,0,0.137,0.077,0,0,0.317,0.074,0,0.135,0,0.2,0.122,0,0,0,0,0,0,0.029,0,0,0,0,0,0,0,0.226,0,0,0,0.026,0,2.864,2.22,0.744,1.614272,0,3.78,3.268,0.726,1.974537,0
2021/05/08 20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.184,1.476,0.63,1.47051,0,2.972,2.466,0.6,1.773619,0
2021/05/08 21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,2.22,1.48,0.63,1.550185,0,3.07,2.446,0.6,1.787475,0
2021/05/08 22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0,2.214,1.554,0.628,1.562309,0,3.024,2.496,0.598,1.794404,0
2021/05/08 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.236,1.478,0.618,1.610807,0,3.368,2.838,0.59,1.803064,0
2021/05/09 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.663,1.124,0.468,1.235819,0,2.723,2.085,0.441,1.316358,0
2021/05/09 1:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.216,1.508,0.624,1.671429,0,3.362,2.736,0.588,1.749371,0
2021/05/09 2:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.22,1.502,0.624,1.648911,0,3.286,2.746,0.588,1.692213,0
2021/05/09 3:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.214,1.496,0.624,1.683551,0,3.326,2.736,0.588,1.671429,0
2021/05/09 4:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.228,1.49,0.622,1.652377,0,3.422,2.77,0.588,1.680089,0
2021/05/09 5:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.22,1.45,0.624,1.461851,0,3.37,2.636,0.588,1.593485,0.4
2021/05/09 6:00,0.137,0,0,0,0,0,0,0.079,0,0.158,0.101,0,0,0.137,0,0,0.068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013,0,0,0,0,0,0,0,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0.014,0,2.164,1.174,0.624,1.020178,0,3.294,2.288,0.59,1.44453,2.6
2021/05/09 7:00,0.176,0,0,0,0,0.022,0.168,0.099,0,0.198,0.147,0,0.006,0.197,0,0.003,0.099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.176,0.802,0.624,2.253397,0,3.212,1.34,0.588,2.731442,6.8
2021/05/09 8:00,0.173,0,0,0,0,0.042,0.197,0.101,0,0.202,0.15,0,0.005,0.202,0,0.027,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033,0,0.142,0,0.369,0.067,0,0,0.02,0.108,0,0.157,0.044,0.359,0.218,0.307,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077,0,0,0,0.017,0,2.626,1.21,1.18,5.055854,1,3.842,1.994,1.194,5.421318,13.4
2021/05/09 9:00,0.173,0,0,0,0,0.015,0.193,0.098,0,0.198,0.147,0,0.001,0.197,0,0.011,0.098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033,0,0,0.038,0.052,0.157,0,0.403,0.111,0,0,0.425,0.118,0,0.201,0.371,0.632,0.489,0.483,0,0,0,0,0,0,0,0.024,0.101,0,0,0,0,0.395,0,0,0,0.028,0,2.482,1.294,2.188,8.376194,0,3.632,1.686,2.474,8.748585,20.2
2021/05/09 10:00,0.174,0,0.013,0,0,0.053,0.195,0.1,0,0.199,0.148,0,0.037,0.199,0,0.023,0.099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051,0,0,0.036,0.012,0.153,0,0.394,0.059,0,0,0.443,0.116,0,0.249,0.292,0.616,0.476,0.471,0.081,0,0,0,0,0,0,0,0.2,0,0,0,0,0.398,0,0,0,0.025,0,2.532,1.482,2.116,9.685623,0,3.458,1.4,2.304,9.952359,23.2
2021/05/09 11:00,0.172,0,0.016,0,0,0.019,0.191,0.098,0,0.196,0.145,0,0.004,0.196,0,0.018,0.098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058,0,0,0.037,0.204,0.156,0,0.401,0.099,0,0,0.42,0.118,0,0.598,0.604,0.628,0.486,0.481,0.629,0,0,0,0,0,0,0.015,0.263,0,0,0,0,0.399,0,0,0,0.019,0,2.584,1.454,2.608,9.815528,0,3.396,1.574,2.496,10.073603,23.7
2021/05/09 12:00,0.174,0,0.021,0,0,0.012,0.194,0.099,0,0.199,0.148,0,0.036,0.198,0,0.031,0.098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032,0,0,0.037,0.201,0.155,0,0.398,0.111,0,0,0.419,0.116,0,0.583,0.627,0.623,0.482,0.477,0.624,0,0,0,0,0,0,0,0.398,0,0,0,0,0.395,0,0,0,0.027,0,2.528,1.438,2.624,9.744514,1,3.382,1.65,2.43,10.10478,23.5
2021/05/09 13:00,0.175,0,0.015,0,0,0.062,0.195,0.099,0,0.2,0.148,0,0.017,0.199,0,0.061,0.099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074,0,0,0.037,0.203,0.156,0,0.481,0.109,0,0,0.588,0.116,0,0.306,0.621,0.617,0.43,0.257,0.502,0,0,0,0,0,0,0.012,0.393,0,0,0,0,0.392,0,0,0,0.045,0,2.624,1.338,2.518,9.169472,1,3.774,1.544,2.034,9.455261,22.2
2021/05/09 14:00,0.173,0,0,0,0,0.017,0.194,0.099,0,0.198,0.147,0,0,0.198,0,0.011,0.099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017,0,0,0.036,0.201,0.155,0,0.397,0.068,0,0,0.603,0.119,0,0.401,0.638,0.633,0.489,0.358,0,0,0,0,0,0,0,0.037,0.396,0,0,0,0,0.395,0,0,0,0.01,0,2.492,1.32,2.482,7.794225,0,3.368,1.828,1.894,7.941449,19
2021/05/09 15:00,0.174,0,0.012,0,0,0.052,0.193,0.099,0,0.198,0.148,0,0.007,0.198,0,0.044,0.098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064,0,0,0.037,0.201,0.155,0,0.398,0.109,0,0,0.594,0.117,0,0.478,0.627,0.623,0.346,0.476,0.37,0,0,0,0,0,0,0.011,0.299,0,0,0,0,0.396,0,0,0,0.018,0,2.482,2.7,2.278,3.964662,1,3.554,3.212,2.226,4.62111,11.2
2021/05/09 16:00,0.173,0,0,0,0,0.009,0.193,0.098,0,0.197,0.146,0,0,0.196,0,0.013,0.098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037,0.2,0.154,0,0.395,0.073,0,0,0.59,0.116,0,0.589,0.623,0.619,0.147,0.294,0.62,0,0,0,0,0,0,0,0.197,0,0,0,0,0.399,0,0,0,0,0,2.328,3.578,2.056,1.176062,0,3.238,4.506,2.322,1.763227,4
2021/05/09 17:00,0.174,0,0,0,0,0.061,0.195,0.1,0,0.2,0.148,0,0.005,0.199,0,0.017,0.099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045,0,0,0.036,0.092,0.156,0,0.522,0.105,0,0,0.596,0.117,0,0.309,0.392,0.626,0.101,0,0.33,0,0,0,0,0,0,0.018,0.199,0,0,0,0,0.397,0,0,0,0.033,0,2.478,4.23,1.47,1.380444,0,3.508,4.468,1.544,1.889666,2.7
2021/05/09 18:00,0.174,0,0,0,0,0.011,0.193,0.099,0,0.198,0.147,0,0.017,0.198,0,0.003,0.099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037,0.012,0.155,0,0.279,0.036,0,0,0.468,0.117,0,0.198,0,0.622,0,0,0,0,0,0,0,0,0,0.025,0.158,0,0,0,0,0.395,0,0,0,0.011,0,2.888,4.11,0.976,1.382177,0,3.662,4.084,1.136,1.894863,0.1
2021/05/09 19:00,0.173,0,0,0,0,0.031,0.194,0.099,0,0.198,0.147,0,0.01,0.198,0,0,0.098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016,0,0,0.037,0.001,0.154,0,0.047,0.044,0,0,0.112,0.117,0,0.049,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.394,0,0,0,0.012,0,2.864,2.674,0.8,1.411621,0,3.622,3.592,0.802,1.988393,0
2021/05/09 20:00,0.067,0,0,0,0,0,0.115,0.038,0,0.077,0.043,0,0,0.071,0,0.009,0.035,0,0,0.003,0.001,0.003,0,0,0,0.002,0.003,0,0,0.003,0.001,0.002,0,0.013,0,0,0.002,0,0.135,0,0.082,0.05,0,0,0.001,0.028,0,0.001,0.002,0.002,0.001,0.001,0.002,0,0,0,0,0,0,0.013,0,0,0,0,0,0.233,0,0,0,0.02,0,2.526,2.206,0.636,1.264398,0,3.442,3.162,0.614,1.913916,0
2021/05/09 21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.328,1.732,0.616,1.286914,0,3.09,2.644,0.588,1.80826,0
2021/05/09 22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.22,1.742,0.626,1.259201,0,2.96,2.64,0.594,1.758031,0
2021/05/09 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.23,1.726,0.62,1.297305,0,3.218,3.066,0.596,1.766691,0
2021/05/10 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.682,1.3,0.466,1.008919,0,2.43,2.308,0.441,1.303368,0
2021/05/10 1:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.21,1.744,0.622,1.357928,0,3.336,3.004,0.588,1.763227,0
2021/05/10 2:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.254,1.708,0.624,1.318091,0,3.248,3.068,0.588,1.664499,0
2021/05/10 3:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.26,1.708,0.61,1.309429,0,3.294,2.992,0.588,1.69741,0
2021/05/10 4:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.202,1.704,0.622,1.371785,0,3.25,2.924,0.588,1.695676,0
2021/05/10 5:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.964,1.63,0.62,1.035766,0,3.122,2.792,0.588,1.378712,1
2021/05/10 6:00,0.169,0,0,0,0,0,0.005,0.096,0,0.192,0.003,0,0,0.004,0,0.01,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.01,1.128,0.618,1.423746,0,3.35,2.332,0.59,1.768423,4.1
